EngineSize;Horsepower;Weight;MPG;Cylinders;Price
4437;213;1663;29.148858117204238;4;80000
4130;197;1551;32.47272805091834;4;80000
3503;160;931;32.99938552367979;6;69239
1270;73;700;42.74885477844069;4;18015
5931;312;1643;20.927608586468736;12;80000
2153;83;700;36.72646635553811;4;47097
3583;178;1002;30.945459213264275;4;66887
3631;185;1482;32.37771392592011;6;74515
5863;296;1762;21.177954995703033;6;80000
1157;61;700;43.89574335999104;5;27540
3819;182;1189;26.74044586947738;4;73364
1467;78;700;44.574228639262145;12;41672
5268;275;1195;26.162685219798647;3;80000
5927;299;1762;25.296071485756713;8;80000
1945;107;1234;41.60032798976619;4;43536
6267;333;1631;18.66938550257445;6;80000
4985;212;1132;22.03591147116955;6;80000
4519;244;1742;31.881053608083167;4;80000
3545;184;1211;33.018498930622066;8;80000
1339;50;700;43.88511952147637;3;26251
3579;194;1346;31.342831405463446;4;79238
5764;280;1562;20.226091300695412;6;80000
4936;241;1459;27.38480020215254;4;80000
5635;271;1881;18.760678132024225;6;80000
4575;234;1794;32.00129557747634;3;80000
6120;290;1602;23.622579372615114;4;80000
5824;309;2003;19.817815359398733;4;80000
3308;162;1068;30.868406302380873;4;64718
3579;171;1106;26.059382034933762;5;78963
1724;101;700;37.625758382547325;6;33440
3756;181;849;33.40973447864862;8;71916
2381;138;906;39.04102557670196;6;51721
4124;225;1080;30.860960695918262;4;80000
5285;237;1369;18.038261094027515;4;80000
1055;74;700;43.53755313969201;4;23599
5604;250;1839;26.081818418846247;4;80000
2638;155;807;36.52191778404194;5;54003
2744;177;1039;32.463115796128044;4;52595
809;57;700;45.62019300747129;4;18657
3671;140;1362;29.33194774490425;8;77545
1597;101;700;43.01603717983619;5;37859
5772;333;1934;21.201636136663147;4;80000
5924;290;1819;22.009889992246872;3;80000
1815;90;889;37.27122911970466;4;33075
2624;107;762;35.53385029400471;8;61028
5269;269;1509;26.926303024197328;4;80000
3936;222;1058;26.257159836693553;4;80000
2993;163;935;32.02566395188006;3;60709
1023;113;700;45.48289192997619;5;27180
6158;308;1944;20.070189517251375;3;80000
5748;254;1794;19.793450471771692;6;80000
4958;251;1621;24.374701352083452;6;80000
6136;258;1796;20.919676684666925;6;80000
4725;225;1242;28.923905005279604;4;80000
5584;311;1483;18.87233500413072;6;80000
6380;325;2109;19.192958561883852;5;80000
4800;243;1534;30.536048000017168;4;80000
2433;158;700;37.487323815916604;6;57749
2952;142;1104;32.000482538634444;3;64812
1310;90;769;40.071724273518356;4;31269
1184;61;700;43.59778767606441;6;21428
1204;67;700;47.08754191460286;4;14919
5413;246;1529;22.812732450460135;6;80000
5371;258;1736;23.712695939717783;4;80000
2800;112;700;33.01097495347859;8;66226
3556;175;1052;35.169352898929645;12;76096
2468;131;936;34.22302428650393;8;46756
2260;90;925;37.1865105471851;4;41048
4436;262;1416;29.709744586138882;4;80000
3524;181;989;26.261705505040197;5;69049
5609;281;1364;22.476883449057123;3;80000
4978;264;1341;21.992779300824655;3;80000
6064;286;1725;19.72964819672734;6;80000
2848;145;714;34.70383317686419;5;67102
4946;232;1495;31.587504476045467;12;80000
5580;310;1605;20.920636432400283;4;80000
1516;54;700;47.94795411865003;4;38904
6365;319;2150;19.935856873550126;4;80000
5344;273;1521;20.875623087810816;8;80000
5776;296;1456;22.112432775779272;6;80000
5383;257;1474;22.171770760986565;6;80000
2623;113;903;37.6114724722237;8;53170
2881;132;999;33.4533270377002;5;55512
4219;221;1346;33.97553290003788;5;80000
2374;115;972;40.906194272390174;4;45249
1049;68;700;44.850344704484776;6;23803
1473;83;852;47.8223443042086;5;27833
5333;221;1763;23.557837732248547;5;80000
2965;153;700;38.46787489458349;8;64147
1570;123;831;42.26490176256727;12;44264
4762;264;1275;27.371662784431738;6;80000
5163;266;1342;23.94068365717166;6;80000
2784;118;939;36.36590406162181;6;63269
1877;103;700;41.126595581164;4;39275
1035;66;700;42.815804502534824;4;29583
1188;54;700;42.85679399923074;6;21215
3837;198;1262;30.164734950541487;6;80000
5658;313;1859;22.399133050406892;3;80000
2648;115;700;36.668262941489594;8;52105
5519;254;1348;25.924097601477122;4;80000
3614;194;1225;34.471354956938924;4;71283
4174;217;1438;28.541017331923882;6;80000
4078;224;1400;33.755351692355816;4;80000
2052;113;700;45.35906187072637;4;42379
4781;227;1240;19.963521115233647;4;80000
5473;282;2129;25.431870255198838;6;80000
2922;123;972;33.31104740800551;4;61433
5330;261;1564;25.7522440639699;6;80000
2950;157;851;38.9647138219393;6;59819
5659;275;1727;19.074022216468343;3;80000
2129;155;852;33.798018702952724;12;55030
2158;70;700;41.716302264647595;3;42562
3282;153;1156;33.996207447450836;12;66787
5342;248;1632;18.284683738292117;5;80000
2817;126;822;43.503693516388466;12;64089
2131;93;767;41.21825823676966;4;34223
5144;230;1663;26.29030012037546;5;80000
5061;268;1484;28.792453257686148;4;80000
2158;96;700;37.4675281414605;4;48301
5915;299;1842;20.81636233626603;6;80000
5437;263;1646;18.85703425866071;4;80000
5654;268;1585;19.906154658144448;6;80000
